Mod:Item:MetaData, Localized Name
bewitchment:sigil_shrieking, Sigil of Shrieking
bewitchment:sigil_sentinel, Sigil of Sentinel
buildcraftlib:guide, BuildCraft Guide Book
buildcraftlib:guide_note, BuildCraft Guide Book Note
buildcraftlib:debugger, Debugger
computercraft:computer:0, Computer
computercraft:computer:16384, Advanced Computer
computercraft:command_computer:0, Command Computer
computercraft:pocket_computer:0, Pocket Computer
computercraft:pocket_computer:0, Wireless Pocket Computer
computercraft:pocket_computer:0, Ender Pocket Computer
computercraft:pocket_computer:0, Noisy Pocket Computer
computercraft:pocket_computer:1, Advanced Pocket Computer
computercraft:pocket_computer:1, Advanced Wireless Pocket Computer
computercraft:pocket_computer:1, Advanced Ender Pocket Computer
computercraft:pocket_computer:1, Advanced Noisy Pocket Computer
computercraft:turtle_expanded:0, Turtle
computercraft:turtle_expanded:0, Mining Turtle
computercraft:turtle_expanded:0, Felling Turtle
computercraft:turtle_expanded:0, Melee Turtle
computercraft:turtle_expanded:0, Digging Turtle
computercraft:turtle_expanded:0, Farming Turtle
computercraft:turtle_expanded:0, Crafty Turtle
computercraft:turtle_expanded:0, Wireless Turtle
computercraft:turtle_expanded:0, Ender Turtle
computercraft:turtle_expanded:0, Noisy Turtle
computercraft:turtle_advanced:0, Advanced Turtle
computercraft:turtle_advanced:0, Advanced Mining Turtle
computercraft:turtle_advanced:0, Advanced Felling Turtle
computercraft:turtle_advanced:0, Advanced Melee Turtle
computercraft:turtle_advanced:0, Advanced Digging Turtle
computercraft:turtle_advanced:0, Advanced Farming Turtle
computercraft:turtle_advanced:0, Advanced Crafty Turtle
computercraft:turtle_advanced:0, Advanced Wireless Turtle
computercraft:turtle_advanced:0, Advanced Ender Turtle
computercraft:turtle_advanced:0, Advanced Noisy Turtle
computercraft:printout:0, Printed Page
computercraft:printout:1, Printed Pages
computercraft:printout:2, Printed Book
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:peripheral:0, Disk Drive
computercraft:peripheral:3, Printer
computercraft:peripheral:2, Monitor
computercraft:peripheral:4, Advanced Monitor
computercraft:peripheral:1, Wireless Modem
computercraft:peripheral:5, Speaker
computercraft:advanced_modem, Ender Modem
computercraft:cable:1, Wired Modem
computercraft:cable:0, Networking Cable
computercraft:wired_modem_full, tile.computercraft:wired_modem_full.name
cqrepoured:andesite_carved, Carved Andesite
cqrepoured:andesite_pillar, Andesite Pillar
cqrepoured:andesite_cube, Andesite Cube
cqrepoured:andesite_scale, Andesite Scale
cqrepoured:andesite_square, Andesite Square
cqrepoured:andesite_small, Small Andesite Bricks
cqrepoured:andesite_large, Large Andesite Bricks
cqrepoured:diorite_carved, Carved Diorite
cqrepoured:diorite_pillar, Diorite Pillar
cqrepoured:diorite_cube, Diorite Cube
cqrepoured:diorite_scale, Diorite Scale
cqrepoured:diorite_square, Diorite Square
cqrepoured:diorite_small, Small Diorite Bricks
cqrepoured:diorite_large, Large Diorite Bricks
cqrepoured:granite_carved, Carved Granite
cqrepoured:granite_pillar, Granite Pillar
cqrepoured:granite_cube, Granite Cube
cqrepoured:granite_scale, Granite Scale
cqrepoured:granite_square, Granite Square
cqrepoured:granite_small, Small Granite Bricks
cqrepoured:granite_large, Large Granite Bricks
cqrepoured:prismarine_carved, Carved Prismarine
cqrepoured:prismarine_pillar, Prismarine Pillar
cqrepoured:prismarine_cube, Prismarine Cube
cqrepoured:prismarine_square, Prismarine Square
cqrepoured:prismarine_small, Small Prismarine Bricks
cqrepoured:prismarine_large, Large Prismarine Bricks
cqrepoured:endstone_carved, Carved Endstone
cqrepoured:endstone_pillar, Endstone Pillar
cqrepoured:endstone_cube, Endstone Cube
cqrepoured:endstone_scale, Endstone Scale
cqrepoured:endstone_square, Endstone Square
cqrepoured:endstone_small, Small Endstone Bricks
cqrepoured:purpur_carved, Carved Purpur
cqrepoured:purpur_cube, Purpur Cube
cqrepoured:purpur_scale, Purpur Scale
cqrepoured:purpur_small, Small Purpur Bricks
cqrepoured:purpur_large, Large Purpur Bricks
cqrepoured:red_netherbrick_carved, Carved Red Netherbrick
cqrepoured:red_netherbrick_pillar, Red Netherbrick Pillar
cqrepoured:red_netherbrick_cube, Red Netherbrick Cube
cqrepoured:red_netherbrick_scale, Red Netherbrick Scale
cqrepoured:red_netherbrick_square, Red Netherbrick Square
cqrepoured:red_netherbrick_large, Large Red Netherbricks
cqrepoured:stone_pillar, Stone Pillar
cqrepoured:stone_cube, Stone Cube
cqrepoured:stone_scale, Stone Scale
cqrepoured:stone_square, Stone Square
cqrepoured:stone_small, Small Stone Bricks
cqrepoured:table_oak, Oak Table
cqrepoured:table_spruce, Spruce Table
cqrepoured:table_birch, Birch Table
cqrepoured:table_jungle, Jungle Table
cqrepoured:table_acacia, Acacia Table
cqrepoured:table_dark, Dark Oak Table
cqrepoured:unlit_torch, Unlit Torch
cqrepoured:exporter, Exporter Block
cqrepoured:null_block, Null Block
cqrepoured:spawner, Spawner
cqrepoured:boss_block, Boss Block
cqrepoured:force_field_nexus, Force Field Nexus
cqrepoured:map_placeholder, Map Placeholder
cqrepoured:exporter_chest_valuable, Exporter Chest Treasure
cqrepoured:exporter_chest_food, Exporter Chest Food
cqrepoured:exporter_chest_equipment, Exporter Chest Equipment
cqrepoured:exporter_chest_utility, Exporter Chest Utility
cqrepoured:exporter_chest_clutter, Exporter Chest Clutter
cqrepoured:exporter_chest_custom, Exporter Chest - Custom
cqrepoured:exporter_chest_vanilla_blacksmith, Exporter Chest - Village Blacksmith
cqrepoured:exporter_chest_vanilla_bonus, Exporter Chest - Bonus Chest
cqrepoured:exporter_chest_vanilla_dungeon, Exporter Chest - Dungeon
cqrepoured:exporter_chest_vanilla_end_city, Exporter Chest - End City
cqrepoured:exporter_chest_vanilla_igloo, Exporter Chest - Igloo
cqrepoured:exporter_chest_vanilla_jungle, Exporter Chest - Jungle Chest
cqrepoured:exporter_chest_vanilla_jungle_dispenser, Exporter Chest - Jungle Temple Dispenser
cqrepoured:exporter_chest_vanilla_mansion, Exporter Chest - Woodland Mansion
cqrepoured:exporter_chest_vanilla_mineshaft, Exporter Chest - Mineshaft
cqrepoured:exporter_chest_vanilla_nether, Exporter Chest - Nether Fortress
cqrepoured:exporter_chest_vanilla_pyramid, Exporter Chest - Pyramid
cqrepoured:exporter_chest_vanilla_stronghold, Exporter Chest - Stronghold Corridor
cqrepoured:exporter_chest_vanilla_stronghold_library, Exporter Chest - Stronghold Library
cqrepoured:exporter_chest_vanilla_stronghold_storeroom, Exporter Chest - Stronghold Mine
cqrepoured:phylactery, Lich Phylactery
cqrepoured:temporary_web, Decaying Web
cqrepoured:dagger_iron, Iron Dagger
cqrepoured:dagger_diamond, Diamond Dagger
cqrepoured:dagger_ninja, Ninja Dagger
cqrepoured:dagger_monking, Monking Dagger
cqrepoured:sword_turtle, Tortoise Blade
cqrepoured:sword_spider, Spider Sword
cqrepoured:sword_moonlight, Moonlight
cqrepoured:sword_sunshine, Sunshine
cqrepoured:battle_axe_bull, Bull Battle Axe
cqrepoured:sword_walker, Walker Sword
cqrepoured:shield_walker_king, Walker King Shield
cqrepoured:great_sword_iron, Iron Greatsword
cqrepoured:great_sword_diamond, Diamond Greatsword
cqrepoured:great_sword_bull, Bull Greatsword
cqrepoured:great_sword_monking, Monking Great Sword
cqrepoured:spear_diamond, Diamond Spear
cqrepoured:spear_iron, Iron Spear
cqrepoured:staff, Staff
cqrepoured:staff_fire, Fire Staff
cqrepoured:staff_vampiric, Vampiric Staff
cqrepoured:staff_wind, Wind Staff
cqrepoured:staff_poison, Poison Staff
cqrepoured:staff_healing, Healing Staff
cqrepoured:diamond_sword_fake_healing_staff, item.diamond_sword_fake_healing_staff.name
cqrepoured:staff_thunder, Thunder Staff
cqrepoured:staff_spider, Spider Staff
cqrepoured:staff_gun, Gun Staff
cqrepoured:revolver, Revolver
cqrepoured:captain_revolver, Captain Revolver
cqrepoured:musket, Musket
cqrepoured:musket_dagger_iron, Musket with Iron Dagger
cqrepoured:musket_dagger_diamond, Musket with Diamond Dagger
cqrepoured:musket_dagger_monking, Musket with Monking Dagger
cqrepoured:bullet_iron, Iron Bullets
cqrepoured:bullet_gold, Gold Bullets
cqrepoured:bullet_diamond, Diamond Bullets
cqrepoured:bullet_fire, Fiery Bullets
cqrepoured:cannon_ball, Cannon Ball
cqrepoured:flamethrower, Flamethrower
cqrepoured:bubble_pistol, Bubble Gun
cqrepoured:bubble_rifle, Bubble Launcher
cqrepoured:hookshot, description.hookshot.name.name
cqrepoured:longshot, description.longshot.name.name
cqrepoured:spiderhook, description.spiderhook.name.name
cqrepoured:helmet_dragon, Dragon Helmet
cqrepoured:boots_cloud, Cloud Boots
cqrepoured:backpack, Backpack
cqrepoured:spiked_glove, Spiked Glove
cqrepoured:king_crown, King Crown
cqrepoured:helmet_slime, Slime Helmet
cqrepoured:chestplate_slime, Slime Chestplate
cqrepoured:leggings_slime, Slime Leggings
cqrepoured:boots_slime, Slime Boots
cqrepoured:helmet_turtle, Tortoiseshell Helmet
cqrepoured:chestplate_turtle, Tortoiseshell Chestplate
cqrepoured:leggings_turtle, Tortoiseshell Leggings
cqrepoured:boots_turtle, Tortoiseshell Boots
cqrepoured:helmet_bull, Bull Helmet
cqrepoured:chestplate_bull, Bull Chestplate
cqrepoured:leggings_bull, Bull Leggings
cqrepoured:boots_bull, Bull Boots
cqrepoured:helmet_spider, Spider Helmet
cqrepoured:chestplate_spider, Spider Chestplate
cqrepoured:leggings_spider, Spider Leggings
cqrepoured:boots_spider, Spider Boots
cqrepoured:helmet_inquisition, Inquisition Helmet
cqrepoured:chestplate_inquisition, Inquisition Chestplate
cqrepoured:leggings_inquisition, Inquisition Leggings
cqrepoured:boots_inquisition, Inquisition Boots
cqrepoured:helmet_heavy_diamond, Heavy Diamond Helmet
cqrepoured:chestplate_heavy_diamond, Heavy Diamond Chestplate
cqrepoured:leggings_heavy_diamond, Heavy Diamond Leggings
cqrepoured:boots_heavy_diamond, Heavy Diamond Boots
cqrepoured:helmet_heavy_iron, Heavy Iron Helmet
cqrepoured:chestplate_heavy_iron, Heavy Iron Chestplate
cqrepoured:leggings_heavy_iron, Heavy Iron Leggings
cqrepoured:boots_heavy_iron, Heavy Iron Boots
cqrepoured:helmet_diamond_dyable, Dyable Diamond Helmet
cqrepoured:chestplate_diamond_dyable, Dyable Diamond Chestplate
cqrepoured:leggings_diamond_dyable, Dyable Diamond Leggings
cqrepoured:boots_diamond_dyable, Dyable Diamond Boots
cqrepoured:helmet_iron_dyable, Dyable Iron Helmet
cqrepoured:chestplate_iron_dyable, Dyable Iron Chestplate
cqrepoured:leggings_iron_dyable, Dyable Iron Leggings
cqrepoured:boots_iron_dyable, Dyable Iron Boots
cqrepoured:scale_turtle, Giant Tortoise Scale
cqrepoured:leather_bull, Bull Leather
cqrepoured:horn_bull, Bull Horn
cqrepoured:ball_slime, Regenerating Slime Ball
cqrepoured:leather_spider, Spider Leather
cqrepoured:bone_monking, Monking Bone
cqrepoured:giant_spider_poison, Giant Spider Venom
cqrepoured:feather_golden, Golden Feather
cqrepoured:potion_healing, Healing Potion
cqrepoured:teleport_stone, Teleport Stone
cqrepoured:cursed_bone, Cursed Bone
cqrepoured:super_tool, Super Tool (Creative Only)
cqrepoured:structure_selector, Selection Selector Helper
cqrepoured:soul_bottle, Soul Bottle
cqrepoured:mob_to_spawner_tool, Mob To Spawner Tool
cqrepoured:spawner_converter, Spawner Converter
cqrepoured:badge, Badge
cqrepoured:path_tool, Path Tool
cqrepoured:dummy_shield, Dummy Shield
cqrepoured:alchemy_bag, Alchemy Bag
cqrepoured:shield_bull, Ice Bull Shield
cqrepoured:shield_carl, Carl
cqrepoured:shield_dragonslayer, Dragon Shield
cqrepoured:shield_fire, Fiery Shield
cqrepoured:shield_goblin, Goblin Shield
cqrepoured:shield_monking, Monkey Shield
cqrepoured:shield_moon, Moon Shield
cqrepoured:shield_mummy, Bandaged Shield
cqrepoured:shield_pigman, Pigman Shield
cqrepoured:shield_pirate, Pirate Shield
cqrepoured:shield_pirate2, Pirate Shield
cqrepoured:shield_rainbow, Rainbow Shield
cqrepoured:shield_reflective, Mirror Shield
cqrepoured:shield_rusted, Rusted Shield
cqrepoured:shield_skeleton_friends, Skeleton Shield
cqrepoured:shield_specter, Specter Shield
cqrepoured:shield_spider, Spider Shield
cqrepoured:shield_sun, Sun Shield
cqrepoured:shield_tomb, Tomb Shield
cqrepoured:shield_triton, Triton Shield
cqrepoured:shield_turtle, Tortoise Infantry Shield
cqrepoured:shield_walker, Walker Shield
cqrepoured:shield_warped, Warped Shield
cqrepoured:shield_zombie, Zombie Shield
cqrepoured:dungeon_placer_d0, item.dungeon_placer_d0.name
cqrepoured:dungeon_placer_d1, item.dungeon_placer_d1.name
cqrepoured:dungeon_placer_d2, item.dungeon_placer_d2.name
cqrepoured:dungeon_placer_d3, item.dungeon_placer_d3.name
cqrepoured:dungeon_placer_d4, item.dungeon_placer_d4.name
cqrepoured:dungeon_placer_d5, item.dungeon_placer_d5.name
cqrepoured:dungeon_placer_d6, item.dungeon_placer_d6.name
cqrepoured:dungeon_placer_d7, item.dungeon_placer_d7.name
cqrepoured:dungeon_placer_d8, item.dungeon_placer_d8.name
cqrepoured:dungeon_placer_d9, item.dungeon_placer_d9.name
cqrepoured:dungeon_placer_d10, item.dungeon_placer_d10.name
cqrepoured:dungeon_placer_d11, item.dungeon_placer_d11.name
cqrepoured:dungeon_placer_d12, item.dungeon_placer_d12.name
cqrepoured:dungeon_placer_d13, item.dungeon_placer_d13.name
cqrepoured:dungeon_placer_d14, item.dungeon_placer_d14.name
cqrepoured:dungeon_placer_d15, item.dungeon_placer_d15.name
cqrepoured:dungeon_placer_d16, item.dungeon_placer_d16.name
cqrepoured:dungeon_placer_d17, item.dungeon_placer_d17.name
cqrepoured:dungeon_placer_d18, item.dungeon_placer_d18.name
cqrepoured:dungeon_placer_d19, item.dungeon_placer_d19.name
cqrepoured:cqr_boarman_spawn_egg_0, item.cqr_boarman_spawn_egg_0.name
cqrepoured:cqr_boarman_spawn_egg_1, item.cqr_boarman_spawn_egg_1.name
cqrepoured:cqr_boarman_spawn_egg_2, item.cqr_boarman_spawn_egg_2.name
cqrepoured:cqr_boarman_spawn_egg_3, item.cqr_boarman_spawn_egg_3.name
cqrepoured:cqr_boarman_spawn_egg_4, item.cqr_boarman_spawn_egg_4.name
cqrepoured:cqr_dummy_spawn_egg_0, item.cqr_dummy_spawn_egg_0.name
cqrepoured:cqr_dummy_spawn_egg_1, item.cqr_dummy_spawn_egg_1.name
cqrepoured:cqr_dummy_spawn_egg_2, item.cqr_dummy_spawn_egg_2.name
cqrepoured:cqr_dummy_spawn_egg_3, item.cqr_dummy_spawn_egg_3.name
cqrepoured:cqr_dummy_spawn_egg_4, item.cqr_dummy_spawn_egg_4.name
cqrepoured:cqr_dwarf_spawn_egg_0, item.cqr_dwarf_spawn_egg_0.name
cqrepoured:cqr_dwarf_spawn_egg_1, item.cqr_dwarf_spawn_egg_1.name
cqrepoured:cqr_dwarf_spawn_egg_2, item.cqr_dwarf_spawn_egg_2.name
cqrepoured:cqr_dwarf_spawn_egg_3, item.cqr_dwarf_spawn_egg_3.name
cqrepoured:cqr_dwarf_spawn_egg_4, item.cqr_dwarf_spawn_egg_4.name
cqrepoured:cqr_enderman_spawn_egg_0, item.cqr_enderman_spawn_egg_0.name
cqrepoured:cqr_enderman_spawn_egg_1, item.cqr_enderman_spawn_egg_1.name
cqrepoured:cqr_enderman_spawn_egg_2, item.cqr_enderman_spawn_egg_2.name
cqrepoured:cqr_enderman_spawn_egg_3, item.cqr_enderman_spawn_egg_3.name
cqrepoured:cqr_enderman_spawn_egg_4, item.cqr_enderman_spawn_egg_4.name
cqrepoured:cqr_gremlin_spawn_egg_0, item.cqr_gremlin_spawn_egg_0.name
cqrepoured:cqr_gremlin_spawn_egg_1, item.cqr_gremlin_spawn_egg_1.name
cqrepoured:cqr_gremlin_spawn_egg_2, item.cqr_gremlin_spawn_egg_2.name
cqrepoured:cqr_gremlin_spawn_egg_3, item.cqr_gremlin_spawn_egg_3.name
cqrepoured:cqr_gremlin_spawn_egg_4, item.cqr_gremlin_spawn_egg_4.name
cqrepoured:cqr_golem_spawn_egg_0, item.cqr_golem_spawn_egg_0.name
cqrepoured:cqr_golem_spawn_egg_1, item.cqr_golem_spawn_egg_1.name
cqrepoured:cqr_golem_spawn_egg_2, item.cqr_golem_spawn_egg_2.name
cqrepoured:cqr_golem_spawn_egg_3, item.cqr_golem_spawn_egg_3.name
cqrepoured:cqr_golem_spawn_egg_4, item.cqr_golem_spawn_egg_4.name
cqrepoured:cqr_illager_spawn_egg_0, item.cqr_illager_spawn_egg_0.name
cqrepoured:cqr_illager_spawn_egg_1, item.cqr_illager_spawn_egg_1.name
cqrepoured:cqr_illager_spawn_egg_2, item.cqr_illager_spawn_egg_2.name
cqrepoured:cqr_illager_spawn_egg_3, item.cqr_illager_spawn_egg_3.name
cqrepoured:cqr_illager_spawn_egg_4, item.cqr_illager_spawn_egg_4.name
cqrepoured:cqr_mandril_spawn_egg_0, item.cqr_mandril_spawn_egg_0.name
cqrepoured:cqr_mandril_spawn_egg_1, item.cqr_mandril_spawn_egg_1.name
cqrepoured:cqr_mandril_spawn_egg_2, item.cqr_mandril_spawn_egg_2.name
cqrepoured:cqr_mandril_spawn_egg_3, item.cqr_mandril_spawn_egg_3.name
cqrepoured:cqr_mandril_spawn_egg_4, item.cqr_mandril_spawn_egg_4.name
cqrepoured:cqr_minotaur_spawn_egg_0, item.cqr_minotaur_spawn_egg_0.name
cqrepoured:cqr_minotaur_spawn_egg_1, item.cqr_minotaur_spawn_egg_1.name
cqrepoured:cqr_minotaur_spawn_egg_2, item.cqr_minotaur_spawn_egg_2.name
cqrepoured:cqr_minotaur_spawn_egg_3, item.cqr_minotaur_spawn_egg_3.name
cqrepoured:cqr_minotaur_spawn_egg_4, item.cqr_minotaur_spawn_egg_4.name
cqrepoured:cqr_mummy_spawn_egg_0, item.cqr_mummy_spawn_egg_0.name
cqrepoured:cqr_mummy_spawn_egg_1, item.cqr_mummy_spawn_egg_1.name
cqrepoured:cqr_mummy_spawn_egg_2, item.cqr_mummy_spawn_egg_2.name
cqrepoured:cqr_mummy_spawn_egg_3, item.cqr_mummy_spawn_egg_3.name
cqrepoured:cqr_mummy_spawn_egg_4, item.cqr_mummy_spawn_egg_4.name
cqrepoured:cqr_npc_spawn_egg_0, item.cqr_npc_spawn_egg_0.name
cqrepoured:cqr_npc_spawn_egg_1, item.cqr_npc_spawn_egg_1.name
cqrepoured:cqr_npc_spawn_egg_2, item.cqr_npc_spawn_egg_2.name
cqrepoured:cqr_npc_spawn_egg_3, item.cqr_npc_spawn_egg_3.name
cqrepoured:cqr_npc_spawn_egg_4, item.cqr_npc_spawn_egg_4.name
cqrepoured:cqr_ogre_spawn_egg_0, item.cqr_ogre_spawn_egg_0.name
cqrepoured:cqr_ogre_spawn_egg_1, item.cqr_ogre_spawn_egg_1.name
cqrepoured:cqr_ogre_spawn_egg_2, item.cqr_ogre_spawn_egg_2.name
cqrepoured:cqr_ogre_spawn_egg_3, item.cqr_ogre_spawn_egg_3.name
cqrepoured:cqr_ogre_spawn_egg_4, item.cqr_ogre_spawn_egg_4.name
cqrepoured:cqr_orc_spawn_egg_0, item.cqr_orc_spawn_egg_0.name
cqrepoured:cqr_orc_spawn_egg_1, item.cqr_orc_spawn_egg_1.name
cqrepoured:cqr_orc_spawn_egg_2, item.cqr_orc_spawn_egg_2.name
cqrepoured:cqr_orc_spawn_egg_3, item.cqr_orc_spawn_egg_3.name
